# sample,previous_event_id,event_id
5001,0,4
8681,0,2
12186,0,1
15941,0,3
19561,0,1
23411,0,4
27366,0,3
31161,0,2
34921,0,1
38591,0,3
42136,0,2
45766,0,4
49281,0,1
52926,0,3
56656,0,2
60371,0,4
63951,0,1
67781,0,3
71451,0,2
75091,0,4
78841,0,3
82691,0,4
86531,0,1
90336,0,2
93991,0,2
97876,0,3
101656,0,1
105226,0,4
109111,0,4
113041,0,2
116661,0,3
120176,0,1
124031,0,2
127791,0,4
131311,0,3
134841,0,1
138706,0,4
142366,0,2
146096,0,3
149701,0,1
153686,0,1
157236,0,4
160976,0,2
164836,0,3
168686,0,2
172621,0,3
176151,0,1
179971,0,4
183896,0,1
187836,0,4
191376,0,2
195201,0,3
199111,0,2
202746,0,4
206396,0,1
210231,0,3
213906,0,2
217636,0,4
221201,0,1
224811,0,3
228476,0,2
231981,0,4
235636,0,1
239161,0,3
242991,0,3
246866,0,4
250731,0,1
254286,0,2
258121,0,4
261726,0,2
265666,0,1
269646,0,3
273551,0,4
277061,0,2
281036,0,1
284731,0,3
288381,0,3
292101,0,2
295781,0,4
299571,0,1
310711,0,4
314546,0,2
318141,0,3
321986,0,1
325971,0,4
329731,0,3
333246,0,1
336826,0,2
340616,0,4
344141,0,3
348071,0,2
351706,0,1
355701,0,1
359326,0,4
362976,0,2
366876,0,3
370746,0,2
374596,0,4
378536,0,1
382051,0,3
386046,0,2
389831,0,4
393646,0,3
397371,0,1
400926,0,2
404706,0,1
408391,0,4
412281,0,3
416266,0,1
420256,0,2
424101,0,3
427881,0,4
431761,0,2
435571,0,3
439106,0,4
442741,0,1
446451,0,4
450421,0,2
454361,0,3
457961,0,1
461951,0,2
465806,0,3
469306,0,4
473276,0,1
476856,0,3
480486,0,2
484286,0,4
487816,0,1
491566,0,2
495511,0,1
499476,0,3
503226,0,4
506911,0,3
510426,0,2
514131,0,1
517846,0,4
521831,0,2
525531,0,1
529306,0,3
533231,0,4
536736,0,4
540271,0,1
544216,0,2
547836,0,3
551716,0,4
555321,0,3
559141,0,2
563041,0,1
566816,0,2
570321,0,4
574006,0,1
577621,0,3
581146,0,3
584661,0,4
588611,0,2
592136,0,1
596096,0,4
600036,0,3
603776,0,2
607311,0,1
618471,0,2
622001,0,3
625826,0,4
629681,0,1
633186,0,2
636796,0,4
640676,0,3
644191,0,1
647861,0,3
651796,0,1
655726,0,4
659671,0,2
663216,0,1
667146,0,3
671121,0,4
674866,0,2
678441,0,1
682176,0,3
685841,0,2
689341,0,4
692911,0,3
696471,0,4
700321,0,1
704311,0,2
708156,0,2
711846,0,4
715481,0,1
719106,0,3
722711,0,4
726366,0,2
730221,0,3
733836,0,1
737811,0,3
741641,0,2
745386,0,4
749071,0,1
752586,0,4
756241,0,2
760191,0,1
763781,0,3
767771,0,1
771296,0,3
775186,0,2
778816,0,4
782681,0,1
786481,0,2
790376,0,4
793891,0,3
797506,0,2
801161,0,1
805021,0,4
808611,0,3
812236,0,4
815866,0,3
819441,0,1
822971,0,2
826821,0,4
830531,0,1
834361,0,3
838126,0,2
842031,0,3
845576,0,2
849556,0,4
853511,0,1
857476,0,2
860991,0,3
864556,0,4
868126,0,1
872061,0,2
875936,0,3
879751,0,4
883436,0,1
887321,0,2
891276,0,4
895046,0,1
898661,0,3
902266,0,2
906251,0,1
910081,0,4
914046,0,3
925546,0,3
929326,0,1
932841,0,2
936576,0,4
940181,0,2
943881,0,4
947676,0,3
951316,0,1
955171,0,2
959041,0,1
962551,0,4
966206,0,3
970186,0,4
973771,0,2
977586,0,1
981256,0,3
985136,0,4
988756,0,3
992686,0,2
996381,0,1
1000016,0,1
1003741,0,2
1007556,0,3
1011461,0,4
1015446,0,4
1019101,0,3
1022741,0,1
1026641,0,2
1030636,0,3
1034166,0,1
1037876,0,4
1041736,0,2
1045266,0,3
1049171,0,2
1053086,0,1
1056921,0,4
1060616,0,3
1064196,0,4
1068181,0,1
1072176,0,2
1075721,0,2
1079231,0,4
1082746,0,1
1086646,0,3
1090306,0,4
1094156,0,3
1097871,0,2
1101701,0,1
1105216,0,3
1108976,0,4
1112486,0,2
1116466,0,1
1120441,0,3
1123946,0,1
1127821,0,4
1131671,0,2
1135316,0,4
1139271,0,1
1142946,0,2
1146796,0,3
1150486,0,1
1154261,0,2
1157906,0,3
1161591,0,4
1165591,0,1
1169521,0,4
1173101,0,3
1176971,0,2
1180556,0,4
1184306,0,3
1187821,0,1
1191386,0,2
1194906,0,2
1198446,0,1
1202316,0,3
1206276,0,4
1210036,0,2
1213846,0,4
1217796,0,3
1221356,0,1
1232411,0,4
1236121,0,3
1239931,0,1
1243861,0,2
1247756,0,4
1251321,0,2
1254946,0,1
1258461,0,3
1262241,0,3
1265961,0,1
1269806,0,2
1273536,0,4
1277251,0,1
1281216,0,2
1284761,0,4
1288336,0,3
1292191,0,3
1295696,0,1
1299416,0,2
1303241,0,4
1307161,0,4
1311091,0,3
1315016,0,1
1318991,0,2
1322961,0,1
1326771,0,4
1330431,0,2
1334161,0,3
1338026,0,3
1341991,0,1
1345861,0,2
1349596,0,4
1353136,0,3
1356741,0,4
1360661,0,1
1364211,0,2
1368071,0,1
1372021,0,3
1375906,0,2
1379881,0,4
1383441,0,3
1387396,0,2
1391081,0,4
1395001,0,1
1398786,0,4
1402731,0,1
1406291,0,3
1409941,0,2
1413801,0,3
1417801,0,1
1421636,0,4
1425526,0,2
1429251,0,4
1432906,0,2
1436481,0,3
1440296,0,1
1444136,0,2
1447726,0,4
1451661,0,1
1455386,0,3
1459036,0,4
1462541,0,2
1466511,0,1
1470196,0,3
1474041,0,4
1477676,0,3
1481191,0,2
1484761,0,1
1488376,0,3
1492306,0,1
1495986,0,4
1499676,0,2
1503641,0,2
1507161,0,1
1510826,0,4
1514396,0,3
1518386,0,1
1522151,0,3
1526051,0,4
1529941,0,2
1541366,0,3
1544921,0,1
1548786,0,2
1552601,0,4
1556346,0,1
1560151,0,3
1563966,0,4
1567811,0,2
1571556,0,1
1575501,0,3
1579186,0,2
1582711,0,4
1586576,0,4
1590421,0,2
1594376,0,3
1598066,0,1
1601726,0,4
1605666,0,1
1609661,0,2
1613556,0,3
1617261,0,1
1620986,0,3
1624816,0,4
1628526,0,2
1632421,0,1
1635996,0,2
1639716,0,3
1643661,0,4
1647421,0,3
1651196,0,1
1655046,0,2
1658851,0,4
1662386,0,2
1666296,0,1
1669851,0,3
1673571,0,4
1677221,0,2
1681011,0,4
1684696,0,1
1688696,0,3
1692661,0,2
1696431,0,1
1700131,0,4
1703921,0,3
1707796,0,3
1711706,0,2
1715611,0,4
1719491,0,1
1723296,0,1
1726821,0,2
1730471,0,3
1734346,0,4
1738151,0,2
1742091,0,3
1745736,0,1
1749441,0,4
1753186,0,4
1756831,0,2
1760831,0,1
1764496,0,3
1768461,0,3
1772451,0,4
1776261,0,1
1779936,0,2
1783506,0,2
1787261,0,1
1791041,0,4
1794841,0,3
1798461,0,2
1802066,0,3
1805876,0,4
1809716,0,1
1813216,0,4
1816741,0,3
1820601,0,1
1824551,0,2
1828161,0,1
1831946,0,2
1835761,0,3
1839426,0,4
1850726,0,1
1854451,0,2
1857996,0,4
1861776,0,3
1865676,0,2
1869226,0,3
1872791,0,1
1876636,0,4
1880511,0,3
1884271,0,1
1887956,0,2
1891536,0,4
1895186,0,3
1898706,0,1
1902296,0,4
1905991,0,2
1909711,0,1
1913241,0,4
1916966,0,2
1920571,0,3
1924146,0,1
1927711,0,3
1931636,0,4
1935496,0,2
1939311,0,4
1943261,0,3
1946801,0,1
1950766,0,2
1954406,0,4
1958316,0,1
1962116,0,2
1965631,0,3
1969631,0,4
1973466,0,3
1976976,0,1
1980921,0,2
1984516,0,2
1988151,0,4
1991916,0,1
1995721,0,3
1999611,0,3
2003596,0,2
2007431,0,4
2011311,0,1
2014841,0,1
2018726,0,3
2022461,0,4
2026141,0,2
2029661,0,3
2033321,0,1
2037321,0,2
2041121,0,4
2045021,0,2
2049001,0,1
2052656,0,4
2056251,0,3
2060176,0,3
2063896,0,1
2067841,0,4
2071676,0,2
2075551,0,4
2079251,0,3
2083106,0,2
2087061,0,1
2090651,0,2
2094336,0,4
2098176,0,1
2102131,0,3
2105816,0,4
2109816,0,2
2113346,0,3
2117146,0,1
2120996,0,2
2124901,0,1
2128426,0,3
2132381,0,4
2136181,0,1
2139976,0,2
2143876,0,3
2147741,0,4
2158896,0,2
2162556,0,4
2166456,0,3
2169961,0,1
2173776,0,3
2177401,0,2
2181196,0,1
2185011,0,4
2188806,0,1
2192386,0,2
2196361,0,3
2200346,0,4
2203911,0,1
2207541,0,2
2211051,0,3
2214831,0,4
2218331,0,1
2222116,0,4
2226011,0,3
2229691,0,2
2233391,0,3
2237381,0,1
2240981,0,2
2244741,0,4
2248301,0,2
2251906,0,4
2255846,0,1
2259616,0,3
2263486,0,3
2267426,0,2
2271336,0,4
2274871,0,1
2278621,0,4
2282426,0,1
2286281,0,3
2290126,0,2
2293946,0,1
2297486,0,3
2301381,0,2
2304901,0,4
2308476,0,1
2312141,0,2
2315861,0,3
2319696,0,4
2323391,0,3
2327206,0,2
2330711,0,1
2334246,0,4
2338236,0,4
2342161,0,1
2345826,0,2
2349766,0,3
2353696,0,2
2357311,0,3
2360851,0,4
2364516,0,1
2368281,0,2
2372176,0,1
2375696,0,4
2379296,0,3
2383166,0,1
2387046,0,2
2390881,0,3
2394471,0,4
2398051,0,1
2402046,0,2
2405906,0,3
2409901,0,4
2413406,0,2
2416956,0,3
2420851,0,1
2424351,0,4
2428031,0,3
2431951,0,4
2435921,0,2
2439476,0,1
2443351,0,4
2447236,0,3
2451181,0,1
2454681,0,2
2465906,0,4
2469761,0,2
2473331,0,1
2477091,0,3
2481071,0,2
2484871,0,1
2488611,0,4
2492511,0,3
2496416,0,3
2500156,0,1
2504031,0,2
2507991,0,4
2511871,0,2
2515566,0,4
2519501,0,1
2523336,0,3
2527271,0,1
2531071,0,2
2534821,0,4
2538756,0,3
2542526,0,2
2546036,0,3
2549761,0,1
2553696,0,4
2557626,0,2
2561511,0,1
2565206,0,3
2568741,0,4
2572436,0,3
2576086,0,2
2579821,0,1
2583331,0,4
2587331,0,2
2590871,0,3
2594861,0,4
2598431,0,1
2601996,0,4
2605831,0,3
2609401,0,1
2612941,0,2
2616741,0,3
2620536,0,2
2624366,0,4
2628056,0,1
2631971,0,2
2635786,0,4
2639551,0,1
2643441,0,3
2647426,0,4
2650991,0,2
2654731,0,3
2658446,0,1
2662201,0,2
2665991,0,1
2669906,0,3
2673871,0,4
2677511,0,4
2681286,0,1
2685066,0,2
2688931,0,3
2692851,0,3
2696766,0,1
2700411,0,2
2704181,0,4
2708026,0,4
2711606,0,2
2715596,0,1
2719466,0,3
2723436,0,2
2726961,0,4
2730846,0,3
2734716,0,1
2738341,0,3
2742121,0,1
2745796,0,2
2749316,0,4
2752901,0,2
2756881,0,1
2760726,0,3
2764441,0,4
2775526,0,1
2779291,0,4
2783186,0,3
2787121,0,2
2790626,0,1
2794496,0,3
2798166,0,4
2801946,0,2
2805561,0,3
2809381,0,1
2812986,0,4
2816546,0,2
2820351,0,3
2823851,0,2
2827566,0,4
2831431,0,1
2835011,0,4
2838511,0,1
2842046,0,3
2846031,0,2
2849796,0,2
2853326,0,1
2857166,0,3
2860971,0,4
2864856,0,4
2868596,0,3
2872466,0,1
2876231,0,2
2879991,0,3
2883611,0,2
2887531,0,4
2891076,0,1
2894816,0,1
2898591,0,2
2902571,0,4
2906486,0,3
2910341,0,2
2914261,0,1
2917811,0,3
2921371,0,4
2924981,0,3
2928646,0,2
2932396,0,1
2936051,0,4
2939976,0,3
2943731,0,1
2947571,0,2
2951261,0,4
2954951,0,2
2958896,0,1
2962571,0,3
2966161,0,4
2969911,0,2
2973441,0,3
2976946,0,4
2980856,0,1
2984776,0,3
2988741,0,2
